"","Area","Code","Year","Percent"
"1","WORLD","900",1990,2.87225148013906
"2","WORLD","900",1995,2.80833763632635
"3","WORLD","900",2000,2.82556548441735
"4","WORLD","900",2005,2.92904764939577
"5","WORLD","900",2010,3.17360222997162
"6","WORLD","900",2015,3.37219697659226
"7","WORLD","900",2019,3.52165979658359
"8","More developed regions","901",1990,7.22537392803494
"9","More developed regions","901",1995,7.94669218794825
"10","More developed regions","901",2000,8.74836247878486
"11","More developed regions","901",2005,9.64986501391488
"12","More developed regions","901",2010,10.5779800479394
"13","More developed regions","901",2015,11.1921714739652
"14","More developed regions","901",2019,11.9680180578603
"15","Less developed regions","902",1990,1.67979206748781
"16","Less developed regions","902",1995,1.49477188582329
"17","Less developed regions","902",2000,1.40513750463532
"18","Less developed regions","902",2005,1.40506816694152
"19","Less developed regions","902",2010,1.57580504994073
"20","Less developed regions","902",2015,1.76735077736239
"21","Less developed regions","902",2019,1.85590336564335
"22","Least developed countries","941",1990,2.18462448868661
"23","Least developed countries","941",1995,2.01520551093083
"24","Least developed countries","941",2000,1.53130022436586
"25","Least developed countries","941",2005,1.32132160621075
"26","Least developed countries","941",2010,1.24701000410153
"27","Least developed countries","941",2015,1.44840031925109
"28","Least developed countries","941",2019,1.57627233835252
"29","Less developed regions, excluding least developed countries","934",1990,1.61025377944628
"30","Less developed regions, excluding least developed countries","934",1995,1.41925697398445
"31","Less developed regions, excluding least developed countries","934",2000,1.3858453426353
"32","Less developed regions, excluding least developed countries","934",2005,1.4186506830677
"33","Less developed regions, excluding least developed countries","934",2010,1.63211006061919
"34","Less developed regions, excluding least developed countries","934",2015,1.82527662467135
"35","Less developed regions, excluding least developed countries","934",2019,1.9093224099523
"36","High-income countries","1503",1990,7.49217228061902
"37","High-income countries","1503",1995,8.3038471993284
"38","High-income countries","1503",2000,9.26261168854269
"39","High-income countries","1503",2005,10.4675465476779
"40","High-income countries","1503",2010,12.0527250258198
"41","High-income countries","1503",2015,12.9963584621987
"42","High-income countries","1503",2019,13.9750207286565
"43","Middle-income countries","1517",1990,1.65449881853954
"44","Middle-income countries","1517",1995,1.4322581127677
"45","Middle-income countries","1517",2000,1.33888872798069
"46","Middle-income countries","1517",2005,1.26793819293686
"47","Middle-income countries","1517",2010,1.28023584425261
"48","Middle-income countries","1517",2015,1.39406430215685
"49","Middle-income countries","1517",2019,1.44361040195149
"50","Upper-middle-income countries","1502",1990,1.6187576734219
"51","Upper-middle-income countries","1502",1995,1.53563356500751
"52","Upper-middle-income countries","1502",2000,1.51598621135308
"53","Upper-middle-income countries","1502",2005,1.54259979271955
"54","Upper-middle-income countries","1502",2010,1.63150162942383
"55","Upper-middle-income countries","1502",2015,1.93465432321988
"56","Upper-middle-income countries","1502",2019,2.05685075341125
"57","Lower-middle-income countries","1501",1990,1.69359137367268
"58","Lower-middle-income countries","1501",1995,1.32388883042922
"59","Lower-middle-income countries","1501",2000,1.16160519230689
"60","Lower-middle-income countries","1501",2005,1.00515693380581
"61","Lower-middle-income countries","1501",2010,0.957858342088638
"62","Lower-middle-income countries","1501",2015,0.914646020482249
"63","Lower-middle-income countries","1501",2019,0.9143527549957
"64","Low-income countries","1500",1990,2.79161998408804
"65","Low-income countries","1500",1995,2.61558785199024
"66","Low-income countries","1500",2000,1.94689807634165
"67","Low-income countries","1500",2005,1.69972645227457
"68","Low-income countries","1500",2010,1.66415422304124
"69","Low-income countries","1500",2015,1.738960919587
"70","Low-income countries","1500",2019,1.72945729907341
"71","No income group available","1518",1990,15.674235057284
"72","No income group available","1518",1995,17.1753351122719
"73","No income group available","1518",2000,18.7378533115433
"74","No income group available","1518",2005,19.1503465934377
"75","No income group available","1518",2010,18.0633817295092
"76","No income group available","1518",2015,18.1118547500457
"77","No income group available","1518",2019,17.9008672959314
"78","Africa","903",1990,2.48904179986371
"79","Africa","903",1995,2.28046275757233
"80","Africa","903",2000,1.85597654275461
"81","Africa","903",2005,1.74313816015234
"82","Africa","903",2010,1.71308851257003
"83","Africa","903",2015,1.9854094197235
"84","Africa","903",2019,2.02813700592118
"85","Asia","935",1990,1.49437291192433
"86","Asia","935",1995,1.32885451252446
"87","Asia","935",2000,1.32025781052596
"88","Asia","935",2005,1.34337574984562
"89","Asia","935",2010,1.56639136241693
"90","Asia","935",2015,1.74201396790531
"91","Asia","935",2019,1.8159629685238
"92","Europe","908",1990,6.88182693842321
"93","Europe","908",1995,7.35766661904044
"94","Europe","908",2000,7.83655961051198
"95","Europe","908",2005,8.72012640122896
"96","Europe","908",2010,9.59760705687389
"97","Europe","908",2015,10.0945167835823
"98","Europe","908",2019,11.0153157162484
"99","Latin America and the Caribbean","904",1990,1.61714615065054
"100","Latin America and the Caribbean","904",1995,1.38477372072048
"101","Latin America and the Caribbean","904",2000,1.25915520818191
"102","Latin America and the Caribbean","904",2005,1.29595132301029
"103","Latin America and the Caribbean","904",2010,1.39720971245998
"104","Latin America and the Caribbean","904",2015,1.51324923112722
"105","Latin America and the Caribbean","904",2019,1.80109713687286
"106","Northern America","905",1990,9.86842841495091
"107","Northern America","905",1995,11.3229909796772
"108","Northern America","905",2000,12.9155685386796
"109","Northern America","905",2005,13.8603843326559
"110","Northern America","905",2010,14.8478674658333
"111","Northern America","905",2015,15.5822423040363
"112","Northern America","905",2019,15.9977271636416
"113","Oceania","909",1990,17.3336083160034
"114","Oceania","909",1995,17.0886264812912
"115","Oceania","909",2000,17.0603450368961
"116","Oceania","909",2005,17.8788210509119
"117","Oceania","909",2010,19.330307657231
"118","Oceania","909",2015,20.2463569726955
"119","Oceania","909",2019,21.1923603842429
"120","SUB-SAHARAN AFRICA","947",1990,2.70815537102705
"121","SUB-SAHARAN AFRICA","947",1995,2.54573283753522
"122","SUB-SAHARAN AFRICA","947",2000,2.05596734035733
"123","SUB-SAHARAN AFRICA","947",2005,1.94899581753611
"124","SUB-SAHARAN AFRICA","947",2010,1.89581815453123
"125","SUB-SAHARAN AFRICA","947",2015,2.22593792836372
"126","SUB-SAHARAN AFRICA","947",2019,2.21080853393026
"127","Eastern Africa","910",1990,3.02238277309939
"128","Eastern Africa","910",1995,2.22281526344127
"129","Eastern Africa","910",2000,1.88344885983305
"130","Eastern Africa","910",2005,1.61350010051479
"131","Eastern Africa","910",2010,1.40219538653013
"132","Eastern Africa","910",2015,1.72363846937396
"133","Eastern Africa","910",2019,1.82255955540013
"134","Burundi","108",1990,6.12451982981296
"135","Burundi","108",1995,4.25674243528901
"136","Burundi","108",2000,1.96943941960889
"137","Burundi","108",2005,2.34728091307074
"138","Burundi","108",2010,2.71173112828366
"139","Burundi","108",2015,2.85245220732616
"140","Burundi","108",2019,2.7840576970109
"141","Comoros","174",1990,3.4206037988892
"142","Comoros","174",1995,2.9320942207937
"143","Comoros","174",2000,2.54426512426317
"144","Comoros","174",2005,2.15964959035491
"145","Comoros","174",2010,1.82951230404296
"146","Comoros","174",2015,1.61494885673712
"147","Comoros","174",2019,1.4695270576787
"148","Djibouti","262",1990,20.7014590157826
"149","Djibouti","262",1995,15.8273951915328
"150","Djibouti","262",2000,14.0063044883944
"151","Djibouti","262",2005,11.7574886307635
"152","Djibouti","262",2010,12.0894122575869
"153","Djibouti","262",2015,12.2923260900248
"154","Djibouti","262",2019,11.8473437692592
"155","Eritrea","232",1990,0.524560434914084
"156","Eritrea","232",1995,0.562556766060769
"157","Eritrea","232",2000,0.56499343923616
"158","Eritrea","232",2005,0.506392882905225
"159","Eritrea","232",2010,0.494443191549425
"160","Eritrea","232",2015,0.476873105266275
"161","Eritrea","232",2019,0.460407815923802
"162","Ethiopia","231",1990,2.41269891652092
"163","Ethiopia","231",1995,1.41443223474558
"164","Ethiopia","231",2000,0.923194880274768
"165","Ethiopia","231",2005,0.673564961115148
"166","Ethiopia","231",2010,0.64895964585289
"167","Ethiopia","231",2015,1.15201737864869
"168","Ethiopia","231",2019,1.11803818619287
"169","Kenya","404",1990,1.25645643701412
"170","Kenya","404",1995,2.22824259724111
"171","Kenya","404",2000,2.2144902555665
"172","Kenya","404",2005,2.11155281127768
"173","Kenya","404",2010,2.27197154763821
"174","Kenya","404",2015,2.35364487186856
"175","Kenya","404",2019,1.98739783276413
"176","Madagascar","450",1990,0.206205334714875
"177","Madagascar","450",1995,0.157153034418273
"178","Madagascar","450",2000,0.14930734861582
"179","Madagascar","450",2005,0.142108263177218
"180","Madagascar","450",2010,0.136656070167609
"181","Madagascar","450",2015,0.132354887875294
"182","Madagascar","450",2019,0.129532434778543
"183","Malawi","454",1990,11.9913233026743
"184","Malawi","454",1995,2.45442720567957
"185","Malawi","454",2000,2.08651044358484
"186","Malawi","454",2005,1.7555983105274
"187","Malawi","454",2010,1.49744023430612
"188","Malawi","454",2015,1.3902585101028
"189","Malawi","454",2019,1.32940771593495
"190","Mauritius","480",1990,0.342182924380699
"191","Mauritius","480",1995,0.663876959934365
"192","Mauritius","480",2000,1.31148509254142
"193","Mauritius","480",2005,1.6077701936902
"194","Mauritius","480",2010,1.99013586227067
"195","Mauritius","480",2015,2.26963069769805
"196","Mauritius","480",2019,2.27216878743105
"197","Mayotte","175",1990,16.0670577312627
"198","Mayotte","175",1995,21.3636843344347
"199","Mayotte","175",2000,30.249249988359
"200","Mayotte","175",2005,35.4726049702972
"201","Mayotte","175",2010,34.858996349141
"202","Mayotte","175",2015,30.8274310474127
"203","Mayotte","175",2019,28.0454630847267
"204","Mozambique","508",1990,0.941936163443465
"205","Mozambique","508",1995,1.08669438774172
"206","Mozambique","508",2000,1.10491647803201
"207","Mozambique","508",2005,1.2914997981109
"208","Mozambique","508",2010,1.3023820675999
"209","Mozambique","508",2015,1.18997846387261
"210","Mozambique","508",2019,1.10210302062475
"211","Réunion","638",1990,9.36974886256064
"212","Réunion","638",1995,11.455724298892
"213","Réunion","638",2000,13.6658929565229
"214","Réunion","638",2005,14.5371766982736
"215","Réunion","638",2010,14.8135081798249
"216","Réunion","638",2015,14.7341268967978
"217","Réunion","638",2019,14.5290895652849
"218","Rwanda","646",1990,2.1954532944833
"219","Rwanda","646",1995,3.6963108852145
"220","Rwanda","646",2000,4.3747158475366
"221","Rwanda","646",2005,4.78706683038818
"222","Rwanda","646",2010,4.25228237160657
"223","Rwanda","646",2015,4.52672870105218
"224","Rwanda","646",2019,4.27602865300013
"225","Seychelles","690",1990,5.27277880119031
"226","Seychelles","690",1995,6.71633028480476
"227","Seychelles","690",2000,8.11645019507136
"228","Seychelles","690",2005,10.1491291399693
"229","Seychelles","690",2010,12.5131486676017
"230","Seychelles","690",2015,13.4673292762534
"231","Seychelles","690",2019,13.2250176490449
"232","Somalia","706",1990,6.6199018642254
"233","Somalia","706",1995,0.26065064284348
"234","Somalia","706",2000,0.226515156126053
"235","Somalia","706",2005,0.197858438461383
"236","Somalia","706",2010,0.399422677885529
"237","Somalia","706",2015,0.297089242955872
"238","Somalia","706",2019,0.337572496884492
"239","South Sudan","728",2010,2.71240141837229
"240","South Sudan","728",2015,7.87746305453198
"241","South Sudan","728",2019,7.82447259397911
"242","Uganda","800",1990,3.13622626479798
"243","Uganda","800",1995,2.97350943156647
"244","Uganda","800",2000,2.47051057387659
"245","Uganda","800",2005,2.14309876777998
"246","Uganda","800",2010,1.52006741546631
"247","Uganda","800",2015,2.2267231208483
"248","Uganda","800",2019,3.91728462655429
"249","United Republic of Tanzania","834",1990,2.27752948012496
"250","United Republic of Tanzania","834",1995,3.73043935345837
"251","United Republic of Tanzania","834",2000,2.83469625226647
"252","United Republic of Tanzania","834",2005,2.00558278838772
"253","United Republic of Tanzania","834",2010,0.698695106324565
"254","United Republic of Tanzania","834",2015,0.746983939224709
"255","United Republic of Tanzania","834",2019,0.877789735080642
"256","Zambia","894",1990,3.47727248690251
"257","Zambia","894",1995,2.68603447417262
"258","Zambia","894",2000,3.29977772537948
"259","Zambia","894",2005,2.13301055553245
"260","Zambia","894",2010,1.10217680691084
"261","Zambia","894",2015,0.831941537194097
"262","Zambia","894",2019,0.953186910273372
"263","Zimbabwe","716",1990,6.08316132947472
"264","Zimbabwe","716",1995,3.77913248899236
"265","Zimbabwe","716",2000,3.45166682559752
"266","Zimbabwe","716",2005,3.33059555429841
"267","Zimbabwe","716",2010,3.13683799843484
"268","Zimbabwe","716",2015,2.89897035960937
"269","Zimbabwe","716",2019,2.80808370207084
"270","Middle Africa","911",1990,2.06217321955842
"271","Middle Africa","911",1995,3.17813784367915
"272","Middle Africa","911",2000,1.84703120688945
"273","Middle Africa","911",2005,1.74878261881059
"274","Middle Africa","911",2010,1.8464220825608
"275","Middle Africa","911",2015,2.26611028139432
"276","Middle Africa","911",2019,2.17159833094018
"277","Angola","24",1990,0.282882411157098
"278","Angola","24",1995,0.285495961838068
"279","Angola","24",2000,0.281223969567697
"280","Angola","24",2005,0.315582257987994
"281","Angola","24",2010,1.42200077872103
"282","Angola","24",2015,2.26714015993398
"283","Angola","24",2019,2.10360658086594
"284","Cameroon","120",1990,2.25776751413062
"285","Cameroon","120",1995,1.79993541170772
"286","Cameroon","120",2000,1.46475960821055
"287","Cameroon","120",2005,1.49719089560327
"288","Cameroon","120",2010,1.43292142303412
"289","Cameroon","120",2015,2.18189531558605
"290","Cameroon","120",2019,1.9542609901385
"291","Central African Republic","140",1990,2.39545322071846
"292","Central African Republic","140",1995,3.09409381578425
"293","Central African Republic","140",2000,3.39325579114758
"294","Central African Republic","140",2005,2.33878320574923
"295","Central African Republic","140",2010,2.13063467226897
"296","Central African Republic","140",2015,1.81604524200064
"297","Central African Republic","140",2019,1.91033647792446
"298","Chad","148",1990,1.24666876395631
"299","Chad","148",1995,1.27791935830143
"300","Chad","148",2000,1.25453974039614
"301","Chad","148",2005,3.48692479958418
"302","Chad","148",2010,3.48828025383915
"303","Chad","148",2015,3.30925396721346
"304","Chad","148",2019,3.21210248327008
"305","Congo","178",1990,5.49026047454595
"306","Congo","178",1995,7.07783494740792
"307","Congo","178",2000,9.78061406063994
"308","Congo","178",2005,8.79778622740855
"309","Congo","178",2010,9.94852039119917
"310","Congo","178",2015,8.03406852625412
"311","Congo","178",2019,7.47405263592211
"312","Democratic Republic of the Congo","180",1990,2.17899427606413
"313","Democratic Republic of the Congo","180",1995,4.37019620391784
"314","Democratic Republic of the Congo","180",2000,1.5802440233189
"315","Democratic Republic of the Congo","180",2005,1.13691472786348
"316","Democratic Republic of the Congo","180",2010,0.912197713599935
"317","Democratic Republic of the Congo","180",2015,1.08137836066014
"318","Democratic Republic of the Congo","180",2019,1.11052736871739
"319","Equatorial Guinea","226",1990,0.653644665400727
"320","Equatorial Guinea","226",1995,0.730522094820923
"321","Equatorial Guinea","226",2000,0.745156974567002
"322","Equatorial Guinea","226",2005,0.878944945866437
"323","Equatorial Guinea","226",2010,0.917511887490873
"324","Equatorial Guinea","226",2015,17.9374242662815
"325","Equatorial Guinea","226",2019,16.786087761968
"326","Gabon","266",1990,13.5007498778289
"327","Gabon","266",1995,15.800509887128
"328","Gabon","266",2000,17.4566902211078
"329","Gabon","266",2005,16.8152290929698
"330","Gabon","266",2010,16.6752250421762
"331","Gabon","266",2015,19.4428670740561
"332","Gabon","266",2019,18.9389200576826
"333","Sao Tome and Principe","678",1990,4.68253235913396
"334","Sao Tome and Principe","678",1995,3.74853810051793
"335","Sao Tome and Principe","678",2000,3.06828246474814
"336","Sao Tome and Principe","678",2005,2.18007010770169
"337","Sao Tome and Principe","678",2010,1.49691469249491
"338","Sao Tome and Principe","678",2015,1.20040916202014
"339","Sao Tome and Principe","678",2019,1.01089948664534
"340","Southern Africa","913",1990,3.31839846120246
"341","Southern Africa","913",1995,2.53748471543577
"342","Southern Africa","913",2000,2.46423032241054
"343","Southern Africa","913",2005,2.89629960765448
"344","Southern Africa","913",2010,4.02904519320154
"345","Southern Africa","913",2015,6.44677565718291
"346","Southern Africa","913",2019,6.72618649631671
"347","Botswana","72",1990,2.13793446465375
"348","Botswana","72",1995,2.73405328436251
"349","Botswana","72",2000,4.55987644629759
"350","Botswana","72",2005,4.70318685459997
"351","Botswana","72",2010,4.76139912083156
"352","Botswana","72",2015,4.86948747498486
"353","Botswana","72",2019,4.80080496697265
"354","Eswatini","748",1990,9.11833369811045
"355","Eswatini","748",1995,3.79320724913982
"356","Eswatini","748",2000,3.38997548324854
"357","Eswatini","748",2005,3.24012035952605
"358","Eswatini","748",2010,3.06497614188838
"359","Eswatini","748",2015,2.93031799457268
"360","Eswatini","748",2019,2.81414125578114
"361","Lesotho","426",1990,0.483639883151665
"362","Lesotho","426",1995,0.379437879951417
"363","Lesotho","426",2000,0.303374058689377
"364","Lesotho","426",2005,0.315112263127256
"365","Lesotho","426",2010,0.321410155739106
"366","Lesotho","426",2015,0.319180814571585
"367","Lesotho","426",2019,0.325982417276315
"368","Namibia","516",1990,8.41932996255858
"369","Namibia","516",1995,7.08731989446299
"370","Namibia","516",2000,7.55317008911879
"371","Namibia","516",2005,5.53814643608898
"372","Namibia","516",2010,4.90005540678681
"373","Namibia","516",2015,4.38972847254141
"374","Namibia","516",2019,4.31187438114595
"375","South Africa","710",1990,3.16268179877621
"376","South Africa","710",1995,2.4225621744388
"377","South Africa","710",2000,2.26154065935493
"378","South Africa","710",2005,2.82166675393235
"379","South Africa","710",2010,4.12910261529754
"380","South Africa","710",2015,6.89103692249755
"381","South Africa","710",2019,7.2137650241375
"382","Western Africa","914",1990,2.47638282194471
"383","Western Africa","914",1995,2.64161940247123
"384","Western Africa","914",2000,2.24117652115547
"385","Western Africa","914",2005,2.20914976994986
"386","Western Africa","914",2010,2.05687726346406
"387","Western Africa","914",2015,2.00896638014165
"388","Western Africa","914",2019,1.89004088305636
"389","Benin","204",1990,1.54165032973814
"390","Benin","204",1995,1.78989013400597
"391","Benin","204",2000,1.96119954832186
"392","Benin","204",2005,2.77978884333629
"393","Benin","204",2010,3.36031412964892
"394","Benin","204",2015,3.46336670211816
"395","Benin","204",2019,3.30571145136606
"396","Burkina Faso","854",1990,3.96834242155915
"397","Burkina Faso","854",1995,4.59969882688373
"398","Burkina Faso","854",2000,4.48281874599305
"399","Burkina Faso","854",2005,4.45284694526048
"400","Burkina Faso","854",2010,4.3218751780254
"401","Burkina Faso","854",2015,3.89095372970031
"402","Burkina Faso","854",2019,3.53488823444945
"403","Cabo Verde","132",1990,2.64269862405681
"404","Cabo Verde","132",1995,2.58333247041037
"405","Cabo Verde","132",2000,2.57527067549768
"406","Cabo Verde","132",2005,2.74279099500682
"407","Cabo Verde","132",2010,2.91746337185936
"408","Cabo Verde","132",2015,2.8440589012145
"409","Cabo Verde","132",2019,2.84833662160074
"410","Côte d'Ivoire","384",1990,15.2322409698649
"411","Côte d'Ivoire","384",1995,14.6227380430742
"412","Côte d'Ivoire","384",2000,13.149119751307
"413","Côte d'Ivoire","384",2005,12.3407789495271
"414","Côte d'Ivoire","384",2010,11.5255577011584
"415","Côte d'Ivoire","384",2015,10.6258882501498
"416","Côte d'Ivoire","384",2019,9.91245557723464
"417","Gambia","270",1990,12.3612249147911
"418","Gambia","270",1995,13.3699576900073
"419","Gambia","270",2000,13.8509208827786
"420","Gambia","270",2005,11.7833885347348
"421","Gambia","270",2010,10.3593249148448
"422","Gambia","270",2015,9.2307249767482
"423","Gambia","270",2019,9.17516929291828
"424","Ghana","288",1990,1.11587293733137
"425","Ghana","288",1995,1.48629453868645
"426","Ghana","288",2000,0.993840090926557
"427","Ghana","288",2005,1.3955580843362
"428","Ghana","288",2010,1.36005723090416
"429","Ghana","288",2015,1.48924897497074
"430","Ghana","288",2019,1.53455917471632
"431","Guinea","324",1990,6.35395179969154
"432","Guinea","324",1995,10.6539883419021
"433","Guinea","324",2000,6.79642458859834
"434","Guinea","324",2005,2.52054402941255
"435","Guinea","324",2010,1.7464180367372
"436","Guinea","324",2015,1.10553732616474
"437","Guinea","324",2019,0.944637664954539
"438","Guinea-Bissau","624",1990,1.57578330313629
"439","Guinea-Bissau","624",1995,2.5679292173239
"440","Guinea-Bissau","624",2000,1.70232106690996
"441","Guinea-Bissau","624",2005,1.54179027904798
"442","Guinea-Bissau","624",2010,1.38322696914946
"443","Guinea-Bissau","624",2015,1.28557300762951
"444","Guinea-Bissau","624",2019,1.40120213105998
"445","Liberia","430",1990,4.5745677080724
"446","Liberia","430",1995,10.2003706237856
"447","Liberia","430",2000,5.33159016674296
"448","Liberia","430",2005,2.70928704869557
"449","Liberia","430",2010,2.54741534827448
"450","Liberia","430",2015,2.54412228351404
"451","Liberia","430",2019,1.91291970184961
"452","Mali","466",1990,1.90222076842685
"453","Mali","466",1995,1.83802814477011
"454","Mali","466",2000,1.73092725537834
"455","Mali","466",2005,2.01007145229985
"456","Mali","466",2010,2.25508033468283
"457","Mali","466",2015,2.41131574700934
"458","Mali","466",2019,2.38187639443645
"459","Mauritania","478",1990,5.48825027797631
"460","Mauritania","478",1995,3.87105976322921
"461","Mauritania","478",2000,2.1810351153269
"462","Mauritania","478",2005,1.921801313011
"463","Mauritania","478",2010,2.42341941419984
"464","Mauritania","478",2015,4.11615448282271
"465","Mauritania","478",2019,3.82232920638063
"466","Niger","562",1990,1.43851854417398
"467","Niger","562",1995,1.53840431396813
"468","Niger","562",2000,1.07893381289085
"469","Niger","562",2005,0.913510965236291
"470","Niger","562",2010,0.768123226246316
"471","Niger","562",2015,1.26488482482682
"472","Niger","562",2019,1.26191324461734
"473","Nigeria","566",1990,0.479581189224729
"474","Nigeria","566",1995,0.428907958608162
"475","Nigeria","566",2000,0.398975007738144
"476","Nigeria","566",2005,0.698011657594163
"477","Nigeria","566",2010,0.62375965829888
"478","Nigeria","566",2015,0.661991771022412
"479","Nigeria","566",2019,0.625191828894346
"480","Saint Helena","654",1990,2.67789980442305
"481","Saint Helena","654",1995,1.87289899151593
"482","Saint Helena","654",2000,1.78541907753348
"483","Saint Helena","654",2005,3.03877703206562
"484","Saint Helena","654",2010,4.78487362531352
"485","Saint Helena","654",2015,6.42796248934356
"486","Saint Helena","654",2019,7.1463937943555
"487","Senegal","686",1990,3.59286433572269
"488","Senegal","686",1995,3.3101101429156
"489","Senegal","686",2000,2.36688401624294
"490","Senegal","686",2005,2.14874217726848
"491","Senegal","686",2010,2.01994802395429
"492","Senegal","686",2015,1.82801213763403
"493","Senegal","686",2019,1.68895957404977
"494","Sierra Leone","694",1990,5.14259813387867
"495","Sierra Leone","694",1995,2.28896338880709
"496","Sierra Leone","694",2000,2.13703746762783
"497","Sierra Leone","694",2005,2.58695938659748
"498","Sierra Leone","694",2010,1.23222428212083
"499","Sierra Leone","694",2015,0.820046085326734
"500","Sierra Leone","694",2019,0.695385958277098
"501","Togo","768",1990,2.24793286829494
"502","Togo","768",1995,2.403596912754
"503","Togo","768",2000,2.8017208993092
"504","Togo","768",2005,3.63171906964809
"505","Togo","768",2010,3.97735545485846
"506","Togo","768",2015,3.78776478672179
"507","Togo","768",2019,3.45371639938107
"508","NORTHERN AFRICA AND WESTERN ASIA","1833",1990,6.11287266647337
"509","NORTHERN AFRICA AND WESTERN ASIA","1833",1995,5.85190122125659
"510","NORTHERN AFRICA AND WESTERN ASIA","1833",2000,5.71015571381185
"511","NORTHERN AFRICA AND WESTERN ASIA","1833",2005,5.93932475379509
"512","NORTHERN AFRICA AND WESTERN ASIA","1833",2010,7.47933863198182
"513","NORTHERN AFRICA AND WESTERN ASIA","1833",2015,8.73334249404636
"514","NORTHERN AFRICA AND WESTERN ASIA","1833",2019,9.3968024684692
"515","Northern Africa","912",1990,1.7197955207081
"516","Northern Africa","912",1995,1.33003092965318
"517","Northern Africa","912",2000,1.10927877460175
"518","Northern Africa","912",2005,0.937322763652452
"519","Northern Africa","912",2010,0.960017433306597
"520","Northern Africa","912",2015,0.955464426336084
"521","Northern Africa","912",2019,1.22253272022033
"522","Algeria","12",1990,1.06353271954603
"523","Algeria","12",1995,0.911168923475852
"524","Algeria","12",2000,0.805708738433299
"525","Algeria","12",2005,0.595546436525384
"526","Algeria","12",2010,0.603055441247859
"527","Algeria","12",2015,0.60278103429506
"528","Algeria","12",2019,0.578530387182289
"529","Egypt","818",1990,0.30967244282591
"530","Egypt","818",1995,0.267839235304425
"531","Egypt","818",2000,0.268443715812286
"532","Egypt","818",2005,0.377373585191664
"533","Egypt","818",2010,0.37459204179348
"534","Egypt","818",2015,0.382552202937463
"535","Egypt","818",2019,0.502104468127404
"536","Libya","434",1990,10.3022295370325
"537","Libya","434",1995,10.2659474078352
"538","Libya","434",2000,10.5906596457449
"539","Libya","434",2005,10.7820937899988
"540","Libya","434",2010,11.0363858118778
"541","Libya","434",2015,12.0147733478335
"542","Libya","434",2019,12.0726196216513
"543","Morocco","504",1990,0.221284224883626
"544","Morocco","504",1995,0.186558248515888
"545","Morocco","504",2000,0.184186258379834
"546","Morocco","504",2005,0.178551956406254
"547","Morocco","504",2010,0.219238002548218
"548","Morocco","504",2015,0.266631255844928
"549","Morocco","504",2019,0.270274798022547
"550","Sudan","729",1990,5.47146780722921
"551","Sudan","729",1995,3.60593615887266
"552","Sudan","729",2000,2.40507905606339
"553","Sudan","729",2005,1.41980677995485
"554","Sudan","729",2010,1.79102262893923
"555","Sudan","729",2015,1.59505384553099
"556","Sudan","729",2019,2.85680798074652
"557","Tunisia","788",1990,0.46083128217472
"558","Tunisia","788",1995,0.414962722721793
"559","Tunisia","788",2000,0.378220809921356
"560","Tunisia","788",2005,0.346698267923553
"561","Tunisia","788",2010,0.405933328845112
"562","Tunisia","788",2015,0.50565525835583
"563","Tunisia","788",2019,0.491290128475939
"564","Western Sahara","732",1990,1.23723867475536
"565","Western Sahara","732",1995,1.16924978680457
"566","Western Sahara","732",2000,1.04705874862313
"567","Western Sahara","732",2005,0.889340936882164
"568","Western Sahara","732",2010,0.935507647717761
"569","Western Sahara","732",2015,0.984196603676057
"570","Western Sahara","732",2019,0.924350559606361
"571","Western Asia","922",1990,10.2520835175266
"572","Western Asia","922",1995,10.0982058478263
"573","Western Asia","922",2000,9.98107259164629
"574","Western Asia","922",2005,10.475518472401
"575","Western Asia","922",2010,13.1716026147968
"576","Western Asia","922",2015,15.4910038274745
"577","Western Asia","922",2019,16.5751646220132
"578","Armenia","51",1990,18.6194788211197
"579","Armenia","51",1995,21.5705295168567
"580","Armenia","51",2000,21.4328228092928
"581","Armenia","51",2005,15.7355475134917
"582","Armenia","51",2010,7.33832432205119
"583","Armenia","51",2015,6.53548235154174
"584","Armenia","51",2019,6.42921888434073
"585","Azerbaijan","31",1990,4.97876431377482
"586","Azerbaijan","31",1995,4.42509630342988
"587","Azerbaijan","31",2000,4.0323826649157
"588","Azerbaijan","31",2005,3.53945404430817
"589","Azerbaijan","31",2010,3.06562076492774
"590","Azerbaijan","31",2015,2.74600438856064
"591","Azerbaijan","31",2019,2.52681255584601
"592","Bahrain","48",1990,34.9266329388564
"593","Bahrain","48",1995,36.5407302149914
"594","Bahrain","48",2000,36.0152028780745
"595","Bahrain","48",2005,45.4379619507762
"596","Bahrain","48",2010,53.0161339716003
"597","Bahrain","48",2015,51.3275129733477
"598","Bahrain","48",2019,45.1604706880205
"599","Cyprus","196",1990,5.71408073152756
"600","Cyprus","196",1995,7.24131763198474
"601","Cyprus","196",2000,8.48901186273574
"602","Cyprus","196",2005,11.4011221588421
"603","Cyprus","196",2010,17.2446459322747
"604","Cyprus","196",2015,16.5394040405345
"605","Cyprus","196",2019,16.0125148613979
"606","Georgia","268",1990,5.62749623456606
"607","Georgia","268",1995,3.05922520125556
"608","Georgia","268",2000,1.74492748706096
"609","Georgia","268",2005,1.71753241200826
"610","Georgia","268",2010,1.78170861450285
"611","Georgia","268",2015,1.90560419344747
"612","Georgia","268",2019,1.97747428232583
"613","Iraq","368",1990,0.48015074016685
"614","Iraq","368",1995,0.989908452575464
"615","Iraq","368",2000,0.895943136284005
